Q2_1,Q4_3,Q5,Q7,Q10_1,Q10_2,Q10_3,Q16,Q20,Q29_1,Q29_2,Q29_3,Q29_4,Q29_5,Q29_6,Q29_7,Q29_8,Q29_9,age,education,race,gender,income,voter_category
1,1,1,1,2,2,2,2,1,,,,,,,,,,53,High school or less,White,Male,$40-75k,always
1,1,1,1,2,2,1,1,1,,,,,,,,,,35,College,White,Female,$75-125k,sporadic
1,1,1,1,2,2,2,1,1,,,,,,,,,,75,College,White,Female,$125k or more,sporadic
1,1,2,2,2,1,2,4,1,,,,,,,,,,53,Some college,White,Female,Less than $40k,sporadic
1,3,1,2,2,2,2,1,1,,,,,,,,,,61,High school or less,Other/Mixed,Male,$125k or more,always
1,3,1,1,2,2,2,2,1,,,,,,,,,,59,High school or less,Black,Female,$40-75k,always
1,3,1,1,2,2,2,1,1,,,,,,,,,,28,College,White,Male,$40-75k,rarely/never
1,1,1,1,2,2,2,2,1,,,,,,,,,,45,College,Other/Mixed,Female,$125k or more,rarely/never
1,2,1,1,2,1,2,1,1,,,,,,,,,,58,College,White,Female,$75-125k,always
1,2,2,2,2,2,2,2,1,,,,,,,,,,69,Some college,White,Female,$125k or more,always
1,1,1,2,2,2,2,1,1,,,,,,,,,,40,High school or less,White,Male,$40-75k,sporadic
1,2,1,1,2,1,1,1,1,,,,,,,,,,62,Some college,White,Female,$75-125k,rarely/never
1,1,1,1,2,1,2,2,1,,,,,,,,,,75,College,White,Female,$125k or more,sporadic
1,1,1,1,2,2,2,2,1,,,,,,,,,,46,College,White,Female,$75-125k,sporadic
1,1,1,1,2,2,2,2,1,,,,,,,,,,51,College,White,Female,$125k or more,always
1,3,1,1,2,2,2,1,1,,,,,,,,,,78,High school or less,White,Female,Less than $40k,sporadic
-1,2,1,1,-1,-1,-1,1,1,,,,,,,,,,52,College,Hispanic,Male,Less than $40k,rarely/never
1,1,1,1,2,2,2,2,1,,,,,,,,,,45,Some college,White,Male,$75-125k,sporadic
1,2,1,1,2,2,2,2,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,30,Some college,White,Male,$75-125k,sporadic
1,2,1,1,2,2,2,1,1,,,,,,,,,,65,College,White,Male,$40-75k,sporadic
1,2,1,1,2,2,2,2,1,,,,,,,,,,28,College,White,Male,$40-75k,rarely/never
1,2,1,2,2,2,2,2,1,,,,,,,,,,59,College,Black,Male,$125k or more,always
1,2,1,1,2,2,2,2,1,,,,,,,,,,30,College,Black,Female,$75-125k,always
1,2,1,1,2,2,1,3,1,,,,,,,,,,80,College,White,Female,$75-125k,always
2,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,43,High school or less,White,Male,$75-125k,rarely/never
2,1,2,1,2,1,2,2,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,31,College,White,Female,$125k or more,rarely/never
1,2,1,1,2,2,2,1,1,,,,,,,,,,64,College,Other/Mixed,Male,Less than $40k,sporadic
2,4,2,2,2,2,2,1,1,,,,,,,,,,43,College,White,Male,$125k or more,sporadic
1,2,1,1,2,2,2,2,1,,,,,,,,,,69,Some college,White,Female,$125k or more,always
1,1,1,2,1,1,1,1,1,,,,,,,,,,62,Some college,White,Male,$75-125k,sporadic
1,2,1,1,1,1,2,1,1,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,66,High school or less,White,Male,$40-75k,sporadic
1,3,1,1,2,2,1,1,1,,,,,,,,,,68,Some college,White,Female,Less than $40k,always
1,1,1,1,2,1,2,3,1,,,,,,,,,,69,Some college,Black,Female,Less than $40k,always
1,1,2,1,2,2,2,1,1,,,,,,,,,,70,College,White,Male,$40-75k,rarely/never
1,3,1,1,2,2,2,1,1,,,,,,,,,,61,High school or less,White,Female,$75-125k,always
2,4,1,1,2,1,2,2,1,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,81,High school or less,White,Female,$75-125k,sporadic
1,3,1,1,2,1,2,3,1,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,60,Some college,White,Female,$40-75k,rarely/never
1,3,1,1,1,1,1,1,1,,,,,,,,,,56,High school or less,White,Male,Less than $40k,always
2,2,1,1,2,2,2,1,1,,,,,,,,,,56,Some college,White,Male,$75-125k,always
1,1,2,1,2,1,2,1,1,,,,,,,,,,67,High school or less,Black,Female,Less than $40k,sporadic
1,1,1,1,2,2,1,2,1,,,,,,,,,,70,Some college,Black,Male,$40-75k,always
1,2,1,1,2,2,2,1,1,,,,,,,,,,83,College,White,Male,$125k or more,always
1,3,1,2,2,2,2,1,1,,,,,,,,,,47,Some college,White,Female,$75-125k,always
1,3,1,2,2,2,2,1,1,,,,,,,,,,77,Some college,Hispanic,Male,$40-75k,always
1,2,1,1,2,2,2,1,1,,,,,,,,,,44,College,Other/Mixed,Female,$125k or more,sporadic
1,1,1,1,2,2,2,1,1,,,,,,,,,,63,Some college,White,Male,$75-125k,always
1,3,1,1,2,2,2,1,1,,,,,,,,,,50,High school or less,White,Female,$75-125k,always
1,1,1,2,2,2,2,1,1,,,,,,,,,,58,College,White,Male,$125k or more,always
3,2,2,1,2,2,2,1,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,39,Some college,White,Male,$125k or more,rarely/never
1,2,1,1,2,2,2,1,1,,,,,,,,,,68,College,White,Female,Less than $40k,always
2,1,2,2,2,1,2,1,1,,,,,,,,,,39,College,Black,Male,$40-75k,rarely/never
1,1,1,2,2,2,2,1,1,,,,,,,,,,83,High school or less,White,Female,Less than $40k,sporadic
1,1,1,1,2,2,2,1,1,,,,,,,,,,41,Some college,White,Male,$125k or more,sporadic
1,1,1,1,2,1,1,1,1,,,,,,,,,,83,Some college,White,Female,$40-75k,always
1,2,1,2,2,2,1,1,1,,,,,,,,,,82,High school or less,White,Male,Less than $40k,always
1,1,1,1,2,2,2,1,1,,,,,,,,,,48,Some college,Hispanic,Female,$75-125k,sporadic
1,1,1,1,2,2,2,1,1,,,,,,,,,,70,College,White,Male,$75-125k,always
1,1,1,1,2,1,2,2,1,,,,,,,,,,59,College,Black,Male,$75-125k,sporadic
1,3,1,1,2,2,2,1,1,,,,,,,,,,30,Some college,Black,Male,$40-75k,sporadic
1,2,2,1,1,2,1,2,1,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,65,College,Black,Female,$75-125k,rarely/never
1,2,1,2,2,2,2,1,1,,,,,,,,,,49,College,White,Male,$125k or more,sporadic
1,2,1,2,2,2,2,1,1,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,44,College,White,Female,$75-125k,sporadic
1,2,1,1,2,2,2,1,1,,,,,,,,,,68,Some college,White,Male,$75-125k,always
1,2,1,2,2,2,1,1,1,,,,,,,,,,43,Some college,White,Female,$125k or more,sporadic
1,2,1,1,2,2,2,1,1,,,,,,,,,,70,College,White,Female,$75-125k,always
1,2,1,1,2,2,2,1,1,,,,,,,,,,52,College,White,Male,$125k or more,always
1,2,1,1,2,1,2,1,1,,,,,,,,,,78,High school or less,White,Female,$125k or more,sporadic
1,1,1,1,2,2,2,2,1,,,,,,,,,,45,College,White,Male,$125k or more,sporadic
1,1,1,1,2,1,2,2,1,,,,,,,,,,71,Some college,White,Male,$125k or more,always
1,3,1,1,2,2,2,2,1,,,,,,,,,,26,College,Black,Male,$125k or more,always
-1,2,2,1,2,1,2,2,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,65,High school or less,White,Male,$40-75k,rarely/never
1,3,1,2,1,1,2,1,1,,,,,,,,,,65,Some college,White,Male,$40-75k,sporadic
1,1,1,1,2,2,1,1,1,,,,,,,,,,73,High school or less,White,Male,Less than $40k,always
2,2,1,1,2,2,2,2,1,,,,,,,,,,56,High school or less,White,Female,$40-75k,always
1,3,2,1,1,1,1,2,1,,,,,,,,,,58,High school or less,Other/Mixed,Female,Less than $40k,sporadic
1,1,1,1,2,2,2,1,1,,,,,,,,,,71,Some college,White,Female,Less than $40k,sporadic
1,1,1,1,2,2,1,1,1,,,,,,,,,,70,Some college,Black,Female,$75-125k,always
2,2,2,2,2,2,2,2,1,,,,,,,,,,44,College,White,Female,$125k or more,sporadic
1,1,1,1,2,2,1,2,1,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,40,Some college,White,Female,$125k or more,rarely/never
1,2,1,1,2,1,2,1,1,,,,,,,,,,68,Some college,White,Female,$75-125k,always
1,1,1,1,2,2,2,1,1,,,,,,,,,,65,High school or less,White,Male,$125k or more,sporadic
1,1,1,1,2,2,2,2,1,,,,,,,,,,63,College,Hispanic,Female,$125k or more,sporadic
2,2,1,1,2,2,2,2,1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,67,High school or less,Black,Male,$40-75k,rarely/never
1,3,1,1,2,2,1,1,1,,,,,,,,,,86,College,White,Male,$40-75k,sporadic
1,2,1,1,1,2,2,1,1,,,,,,,,,,77,College,White,Male,$75-125k,sporadic
1,1,1,2,-1,2,2,1,1,,,,,,,,,,61,College,White,Female,$125k or more,always
1,1,1,1,2,2,1,2,1,,,,,,,,,,63,High school or less,White,Female,Less than $40k,sporadic
1,3,1,2,2,1,2,2,1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,53,College,White,Male,$125k or more,sporadic
1,2,1,2,2,2,2,1,1,,,,,,,,,,68,College,White,Male,$75-125k,sporadic
2,1,1,1,2,2,2,2,1,,,,,,,,,,63,High school or less,Black,Female,$75-125k,sporadic
1,1,1,2,2,2,2,1,1,,,,,,,,,,74,Some college,White,Female,$40-75k,always
1,1,1,2,2,2,2,1,1,,,,,,,,,,57,College,White,Male,$75-125k,sporadic
1,1,1,1,2,2,2,3,1,,,,,,,,,,37,College,White,Male,$75-125k,sporadic
1,1,2,1,2,2,2,1,1,,,,,,,,,,58,High school or less,White,Male,$40-75k,sporadic
1,2,1,1,2,2,2,2,1,,,,,,,,,,80,College,White,Male,$75-125k,always
1,1,1,1,1,1,1,1,1,,,,,,,,,,66,College,Black,Female,$75-125k,always
1,2,1,2,2,2,2,1,1,,,,,,,,,,65,High school or less,White,Male,$75-125k,always
1,2,1,2,2,1,2,1,1,,,,,,,,,,69,College,White,Male,$125k or more,sporadic
1,2,2,1,2,2,1,3,1,,,,,,,,,,77,High school or less,Hispanic,Male,$40-75k,sporadic
1,3,1,1,2,2,2,1,1,,,,,,,,,,71,College,White,Male,$125k or more,always
2,4,1,1,2,1,2,2,1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,54,High school or less,White,Male,$40-75k,sporadic
1,3,1,2,2,2,1,1,1,,,,,,,,,,67,Some college,White,Male,$125k or more,always
1,1,1,2,2,2,2,1,1,,,,,,,,,,62,Some college,White,Female,$125k or more,always
1,3,1,1,2,1,2,1,1,,,,,,,,,,46,College,Other/Mixed,Male,$125k or more,rarely/never
1,2,2,2,2,2,2,1,1,,,,,,,,,,58,College,White,Male,$40-75k,always
1,1,1,1,2,2,1,1,1,,,,,,,,,,67,Some college,Black,Female,Less than $40k,sporadic
2,2,1,1,2,1,1,2,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,61,High school or less,White,Female,$40-75k,sporadic
1,2,1,1,2,2,2,1,1,,,,,,,,,,42,College,Black,Male,$75-125k,sporadic
1,2,1,1,2,2,2,2,1,,,,,,,,,,63,College,White,Male,$125k or more,rarely/never
1,3,1,1,2,2,2,1,1,,,,,,,,,,57,College,White,Female,$40-75k,always
1,2,1,1,2,2,1,1,1,,,,,,,,,,86,Some college,White,Female,Less than $40k,always
1,2,1,1,2,2,2,1,1,,,,,,,,,,61,High school or less,White,Male,$40-75k,sporadic
1,3,1,1,2,2,2,1,1,,,,,,,,,,67,Some college,White,Female,$40-75k,always
1,2,1,2,2,1,1,1,1,,,,,,,,,,59,High school or less,White,Female,Less than $40k,sporadic
3,1,2,1,2,2,2,2,-1,,,,,,,,,,38,High school or less,Hispanic,Female,$40-75k,sporadic
1,4,1,2,2,2,2,1,1,,,,,,,,,,39,Some college,White,Female,$40-75k,sporadic
1,2,1,1,2,2,2,3,1,,,,,,,,,,63,College,Black,Female,$75-125k,always
1,2,1,1,2,2,2,1,1,,,,,,,,,,63,High school or less,White,Female,Less than $40k,sporadic
1,1,1,1,2,2,2,2,1,,,,,,,,,,73,College,White,Female,$125k or more,always
1,2,1,1,2,2,2,1,1,,,,,,,,,,76,College,White,Male,$125k or more,sporadic
1,2,1,1,2,1,2,3,1,,,,,,,,,,78,High school or less,White,Male,$40-75k,sporadic
1,3,1,1,2,2,2,3,1,,,,,,,,,,59,College,Black,Male,$75-125k,always
1,2,1,1,2,2,2,1,1,,,,,,,,,,68,Some college,Black,Female,Less than $40k,always
1,2,1,1,2,2,2,1,1,,,,,,,,,,29,College,White,Male,$75-125k,sporadic
1,1,1,1,2,1,2,2,1,,,,,,,,,,56,College,White,Male,$125k or more,always
1,2,1,1,2,2,1,2,1,,,,,,,,,,69,High school or less,White,Male,$40-75k,always
1,1,1,2,2,2,2,1,1,,,,,,,,,,59,College,White,Female,$75-125k,always
4,4,2,1,2,2,2,3,2,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,49,Some college,Black,Female,$75-125k,rarely/never
1,1,1,1,2,2,2,1,1,,,,,,,,,,77,Some college,White,Female,$75-125k,always
1,1,1,1,2,1,1,1,1,,,,,,,,,,70,College,White,Female,$40-75k,always
1,1,1,1,2,2,2,1,1,,,,,,,,,,81,College,White,Male,Less than $40k,always
1,2,1,2,1,2,2,2,1,,,,,,,,,,67,High school or less,White,Female,$125k or more,always
1,3,1,1,2,1,2,2,1,,,,,,,,,,75,College,White,Male,$125k or more,always
1,1,1,2,2,2,2,1,1,,,,,,,,,,65,High school or less,White,Female,$75-125k,always
2,3,2,2,2,2,2,2,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,68,High school or less,White,Female,$75-125k,rarely/never
2,2,2,1,2,2,2,1,1,,,,,,,,,,56,College,White,Female,$125k or more,sporadic
1,2,2,2,2,2,2,1,1,,,,,,,,,,44,College,White,Female,$125k or more,sporadic
1,4,1,2,2,2,2,1,1,,,,,,,,,,80,Some college,White,Male,$40-75k,always
1,1,1,1,2,2,2,1,1,,,,,,,,,,78,High school or less,White,Female,$75-125k,always
1,1,1,2,2,2,2,1,1,,,,,,,,,,57,Some college,White,Male,$75-125k,sporadic
1,1,2,1,2,2,2,2,1,,,,,,,,,,67,College,White,Male,$125k or more,always
1,2,1,1,2,2,2,1,1,,,,,,,,,,57,High school or less,White,Male,$75-125k,always
1,1,1,2,1,1,2,1,1,,,,,,,,,,69,Some college,White,Male,$40-75k,always
1,2,1,1,2,2,2,2,1,,,,,,,,,,65,Some college,Black,Female,Less than $40k,sporadic
1,2,1,1,2,2,2,1,1,,,,,,,,,,57,Some college,White,Male,$125k or more,always
1,2,1,1,2,1,2,1,2,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,63,High school or less,White,Female,$40-75k,rarely/never
1,2,1,1,2,2,1,3,1,,,,,,,,,,43,College,White,Male,$125k or more,sporadic
1,1,1,1,2,1,2,1,1,,,,,,,,,,67,Some college,Other/Mixed,Male,$40-75k,sporadic
1,2,1,1,2,2,2,1,1,,,,,,,,,,64,College,White,Female,Less than $40k,always
1,2,1,1,2,2,1,2,1,,,,,,,,,,41,Some college,White,Female,$40-75k,sporadic
1,2,1,2,2,2,2,1,1,,,,,,,,,,63,High school or less,White,Male,Less than $40k,sporadic
1,3,1,1,2,2,2,1,1,,,,,,,,,,79,College,White,Male,$125k or more,always
1,2,1,1,2,2,2,2,1,,,,,,,,,,74,College,Black,Male,Less than $40k,sporadic
1,2,1,1,2,2,2,1,1,,,,,,,,,,73,Some college,White,Male,Less than $40k,sporadic
1,2,1,1,2,1,2,3,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64,High school or less,White,Female,Less than $40k,rarely/never
1,1,1,1,2,2,2,1,1,,,,,,,,,,61,High school or less,White,Male,$125k or more,always
1,4,1,1,2,1,2,1,1,,,,,,,,,,75,College,White,Male,$125k or more,always
1,2,1,2,2,1,2,2,1,,,,,,,,,,42,College,White,Female,$125k or more,sporadic
1,1,1,1,2,2,2,2,1,,,,,,,,,,65,High school or less,White,Female,$75-125k,always
1,4,1,1,2,2,2,1,1,,,,,,,,,,77,High school or less,White,Female,$40-75k,always
1,2,1,1,2,1,1,1,1,,,,,,,,,,58,Some college,White,Female,Less than $40k,sporadic
1,2,1,2,2,1,1,1,1,,,,,,,,,,77,College,Black,Male,$40-75k,always
1,2,1,1,2,1,2,2,1,,,,,,,,,,52,College,Hispanic,Female,$125k or more,always
1,2,1,2,2,2,2,2,1,,,,,,,,,,90,High school or less,White,Male,$75-125k,always
3,4,2,2,2,2,2,3,2,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,35,High school or less,White,Male,Less than $40k,rarely/never
1,2,1,1,2,2,2,3,1,,,,,,,,,,55,College,Other/Mixed,Male,$125k or more,sporadic
1,3,1,1,2,2,2,1,1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,55,Some college,White,Female,$125k or more,rarely/never
1,1,1,2,2,2,2,1,1,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,59,High school or less,White,Female,Less than $40k,sporadic
1,2,1,1,2,2,1,2,1,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,73,Some college,White,Female,Less than $40k,rarely/never
1,1,1,2,1,1,1,1,1,,,,,,,,,,59,High school or less,White,Male,Less than $40k,sporadic
3,2,2,1,2,2,1,4,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,32,High school or less,White,Female,$125k or more,rarely/never
1,3,1,1,2,2,2,1,1,,,,,,,,,,57,Some college,White,Female,$125k or more,always
1,3,1,1,2,2,2,1,1,,,,,,,,,,68,Some college,White,Male,$40-75k,always
4,2,2,1,2,2,2,1,2,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,77,College,White,Male,Less than $40k,rarely/never
1,2,1,1,2,2,2,2,1,,,,,,,,,,65,College,Black,Male,$75-125k,rarely/never
1,2,1,1,2,2,2,1,1,,,,,,,,,,63,Some college,Black,Male,$40-75k,sporadic
1,2,1,1,2,2,2,3,1,,,,,,,,,,57,High school or less,White,Male,$40-75k,always
1,1,1,1,1,1,1,1,1,,,,,,,,,,58,High school or less,White,Female,Less than $40k,sporadic
2,2,1,1,2,1,2,1,1,,,,,,,,,,45,College,Hispanic,Female,$75-125k,always
1,3,1,1,2,2,2,1,1,,,,,,,,,,76,Some college,White,Female,Less than $40k,sporadic
1,1,1,1,2,2,2,1,1,,,,,,,,,,67,Some college,White,Female,$40-75k,always
1,2,1,1,2,2,2,1,1,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,28,College,Black,Male,Less than $40k,rarely/never
1,3,1,2,2,2,2,1,1,,,,,,,,,,82,College,White,Male,$40-75k,sporadic
1,2,1,1,2,2,2,2,1,,,,,,,,,,78,College,White,Female,$75-125k,sporadic
1,2,1,1,1,2,2,1,1,,,,,,,,,,69,Some college,White,Male,$75-125k,always
1,1,1,1,2,1,1,1,1,,,,,,,,,,80,Some college,White,Male,$40-75k,always
1,2,1,2,2,2,2,2,1,,,,,,,,,,60,College,White,Male,Less than $40k,always
1,2,1,2,2,2,2,1,1,,,,,,,,,,53,Some college,White,Male,$40-75k,sporadic
1,1,2,1,2,2,2,1,1,,,,,,,,,,38,College,White,Female,$75-125k,sporadic
1,3,1,1,2,2,2,1,1,,,,,,,,,,64,College,White,Female,$125k or more,always
1,3,1,1,2,2,2,1,1,,,,,,,,,,69,High school or less,White,Female,Less than $40k,always
1,1,1,1,2,2,2,1,1,,,,,,,,,,81,High school or less,White,Female,Less than $40k,always
1,3,1,1,2,1,2,1,1,,,,,,,,,,82,Some college,Black,Male,$40-75k,always
4,3,2,1,2,1,2,-1,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,63,High school or less,Black,Female,Less than $40k,rarely/never
1,1,1,1,2,2,2,1,1,,,,,,,,,,76,College,Black,Female,$125k or more,always
1,4,1,1,2,2,2,1,1,,,,,,,,,,43,College,Hispanic,Male,$125k or more,always
1,1,1,1,1,2,2,1,1,,,,,,,,,,61,Some college,Black,Male,Less than $40k,always
1,2,1,1,2,1,2,1,1,,,,,,,,,,78,High school or less,White,Female,Less than $40k,sporadic
2,3,1,1,2,2,2,2,1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,41,High school or less,White,Female,$75-125k,rarely/never
1,2,1,2,2,2,2,1,1,,,,,,,,,,52,College,White,Male,$125k or more,always
1,2,1,1,2,2,2,1,1,,,,,,,,,,56,Some college,White,Female,$75-125k,always
1,2,2,1,2,2,2,1,1,,,,,,,,,,54,Some college,White,Male,Less than $40k,sporadic
1,3,1,1,2,1,2,2,1,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,32,High school or less,White,Male,$75-125k,rarely/never
1,1,1,1,2,2,1,3,1,,,,,,,,,,69,High school or less,White,Female,$40-75k,sporadic
1,3,1,1,2,2,2,2,1,,,,,,,,,,45,College,White,Male,$125k or more,always
1,2,1,1,2,2,2,1,1,,,,,,,,,,78,College,Hispanic,Female,$125k or more,sporadic
1,2,1,1,2,2,2,4,1,,,,,,,,,,81,High school or less,White,Female,Less than $40k,always
1,1,2,1,2,2,2,1,1,,,,,,,,,,69,Some college,White,Female,Less than $40k,sporadic
1,2,1,1,2,1,2,1,1,,,,,,,,,,69,College,White,Male,$75-125k,always
1,1,1,2,2,2,2,1,1,,,,,,,,,,72,College,White,Male,$125k or more,sporadic
1,2,1,1,2,1,-1,1,1,,,,,,,,,,73,High school or less,White,Female,Less than $40k,always
1,2,1,1,2,2,2,1,1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,68,High school or less,White,Male,$40-75k,sporadic
1,1,1,2,2,1,2,1,1,,,,,,,,,,82,High school or less,White,Male,$75-125k,rarely/never
1,3,1,2,2,2,2,1,1,,,,,,,,,,60,Some college,White,Male,$75-125k,always
1,3,1,1,2,2,2,1,1,,,,,,,,,,71,High school or less,White,Female,$40-75k,always
1,2,1,1,1,1,2,2,1,,,,,,,,,,62,High school or less,Black,Male,$40-75k,sporadic
1,3,2,1,2,2,2,2,1,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,58,College,Other/Mixed,Male,$40-75k,sporadic
1,2,1,1,2,2,2,1,1,,,,,,,,,,75,Some college,White,Male,$40-75k,sporadic
1,2,1,1,2,2,2,1,1,,,,,,,,,,61,College,Black,Female,$40-75k,always
1,2,1,1,2,1,1,2,1,,,,,,,,,,56,College,White,Female,Less than $40k,always
1,2,1,1,1,1,2,1,1,,,,,,,,,,63,Some college,White,Female,$125k or more,always
1,2,1,1,2,2,2,1,1,,,,,,,,,,59,High school or less,White,Male,$75-125k,always
1,3,1,1,2,2,2,1,1,,,,,,,,,,49,Some college,White,Female,$40-75k,always
1,1,1,2,2,2,1,1,1,,,,,,,,,,88,High school or less,White,Male,Less than $40k,sporadic
1,1,1,1,2,2,2,3,1,,,,,,,,,,60,College,White,Male,$125k or more,always
1,2,1,1,2,2,2,3,1,,,,,,,,,,62,College,White,Female,$75-125k,always
1,2,1,2,2,2,2,1,1,,,,,,,,,,72,High school or less,White,Male,Less than $40k,always
1,2,1,1,2,2,2,1,1,,,,,,,,,,74,College,White,Male,$75-125k,always
1,3,1,1,2,2,1,1,1,,,,,,,,,,87,High school or less,White,Male,Less than $40k,always
3,4,1,1,2,2,2,1,2,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,72,Some college,White,Male,Less than $40k,rarely/never
1,1,1,1,2,2,1,1,1,,,,,,,,,,87,College,Black,Male,$75-125k,sporadic
1,1,1,1,2,1,1,1,1,,,,,,,,,,50,Some college,Other/Mixed,Female,$40-75k,rarely/never
1,2,2,1,2,2,2,1,1,,,,,,,,,,28,College,Black,Female,$125k or more,sporadic
1,2,1,1,2,2,2,2,1,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,52,College,White,Male,$75-125k,rarely/never
1,2,1,2,1,1,2,3,1,,,,,,,,,,32,High school or less,White,Male,Less than $40k,sporadic
1,2,2,2,2,2,2,1,1,,,,,,,,,,41,College,White,Male,$75-125k,sporadic
1,3,1,1,1,1,1,1,1,,,,,,,,,,81,High school or less,Other/Mixed,Female,Less than $40k,sporadic
1,1,1,1,2,1,2,3,1,,,,,,,,,,62,College,Black,Male,$75-125k,always
1,2,1,1,1,2,1,1,1,,,,,,,,,,52,High school or less,Black,Female,Less than $40k,sporadic
1,1,1,2,2,2,2,3,1,,,,,,,,,,71,College,Hispanic,Male,$75-125k,always
1,1,1,2,2,1,2,1,1,,,,,,,,,,70,Some college,Black,Male,$75-125k,rarely/never
1,2,1,1,2,2,1,2,1,,,,,,,,,,50,College,Other/Mixed,Male,$75-125k,always
2,3,1,1,2,1,2,2,1,,,,,,,,,,71,High school or less,White,Female,Less than $40k,always
1,2,1,1,2,2,2,1,1,,,,,,,,,,62,College,White,Female,$125k or more,always
1,4,1,1,2,2,2,1,1,,,,,,,,,,72,College,White,Female,$40-75k,sporadic
1,2,1,1,2,1,2,2,1,,,,,,,,,,51,Some college,Black,Male,$75-125k,sporadic
1,2,1,2,2,2,2,2,1,,,,,,,,,,56,High school or less,White,Female,$40-75k,always
2,3,1,1,2,2,2,1,1,,,,,,,,,,48,College,White,Female,$40-75k,sporadic
1,2,1,1,2,2,2,1,1,,,,,,,,,,72,College,White,Female,$75-125k,always
1,1,1,1,2,2,2,1,1,,,,,,,,,,85,High school or less,White,Male,$40-75k,sporadic
1,2,2,1,2,2,2,1,1,,,,,,,,,,49,High school or less,Hispanic,Male,$40-75k,sporadic
1,3,1,1,2,2,2,2,1,,,,,,,,,,62,High school or less,White,Male,Less than $40k,rarely/never
1,3,1,1,2,2,2,2,1,,,,,,,,,,73,Some college,White,Female,$40-75k,always
1,2,1,1,2,2,2,1,1,,,,,,,,,,55,Some college,White,Female,$40-75k,always
2,2,1,1,2,2,2,2,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,57,High school or less,White,Male,$40-75k,rarely/never
1,1,1,1,2,2,1,1,1,,,,,,,,,,81,Some college,White,Female,Less than $40k,always
1,2,1,2,2,2,2,1,1,,,,,,,,,,75,High school or less,White,Male,$40-75k,always
1,1,1,2,2,2,2,1,1,,,,,,,,,,83,Some college,White,Male,$125k or more,always
1,1,1,1,2,2,2,1,1,,,,,,,,,,65,Some college,Black,Male,$75-125k,always
1,1,1,2,2,2,2,1,1,,,,,,,,,,58,College,White,Male,$125k or more,always
2,1,2,1,2,2,2,-1,1,,,,,,,,,,61,High school or less,White,Male,$75-125k,sporadic
1,2,1,1,2,2,2,1,1,,,,,,,,,,73,College,Black,Male,$40-75k,always
1,1,1,1,2,2,2,1,1,,,,,,,,,,73,College,White,Male,$125k or more,sporadic
